sessions,total_return,cagr,vol,sharpe,max_dd,transactions,round_trips,exposure,max_gross,end_value,sym_a,sym_b,lookback,entry_z,exit_z,group
628,0.10938728359421068,0.042535144405276615,0.12483834714634083,0.39590340968527826,-0.11321221186006669,14,3,0.9968152866242038,1.0770203560613474,110938.72835942107,AMZN,GOOG,32,1.5,0.0,megacap_tech
628,0.18550319604137666,0.07066901702688444,0.09147296637483796,0.7920675904615868,-0.07577554365205952,142,35,0.5445859872611465,1.0424311948268785,118550.31960413767,AMZN,GOOG,32,1.5,0.5,megacap_tech
628,-0.05624604214846152,-0.022961927405316107,0.11946944436981909,-0.1346947230041167,-0.16175752793443732,16,4,0.945859872611465,1.1189850089744622,94375.39578515384,AMZN,GOOG,32,2.0,0.0,megacap_tech
628,0.21299474797932727,0.08056375198303733,0.06876421707040241,1.1611663231947795,-0.08485241637502616,90,22,0.3200636942675159,1.0029854707946915,121299.47479793272,AMZN,GOOG,32,2.0,0.5,megacap_tech
628,-0.05624604214846152,-0.022961927405316107,0.11946944436981909,-0.1346947230041167,-0.16175752793443732,16,4,0.945859872611465,1.1189850089744622,94375.39578515384,AMZN,GOOG,32,2.5,0.0,megacap_tech
628,0.18928593276798789,0.07203859001066171,0.06055382599359881,1.1790321685428526,-0.0793737221527564,62,15,0.21019108280254778,1.001618355232384,118928.59327679878,AMZN,GOOG,32,2.5,0.5,megacap_tech
628,-0.17377804957381882,-0.07373963197916267,0.08641458457372399,-0.8431337520359036,-0.18729332872166793,12,3,0.9872611464968153,1.055573433070328,82622.19504261811,XLE,XLI,36,1.5,0.0,sector_etf
628,0.07664561133169867,0.030077656170834244,0.05280715901503269,0.5875379070101049,-0.06379934979055113,104,26,0.4554140127388535,0.9754210659049316,107664.56113316987,XLE,XLI,36,1.5,0.5,sector_etf
628,-0.15345155135011246,-0.06466203190412612,0.0870805977852035,-0.7240535967217311,-0.18793527881469163,8,2,0.982484076433121,1.0531412220805683,84654.84486498876,XLE,XLI,36,2.0,0.0,sector_etf
628,0.1155975862884493,0.04487309291741748,0.04144342373679761,1.0799128125883626,-0.04776279290765273,72,18,0.28343949044585987,0.9728907595887856,111559.75862884492,XLE,XLI,36,2.0,0.5,sector_etf
628,-0.1404968634411634,-0.05894452624904312,0.08717709494704355,-0.6532655511158046,-0.1766691789355609,8,2,0.9777070063694268,1.0559962013732098,85950.31365588366,XLE,XLI,36,2.5,0.0,sector_etf
628,0.025445709647869297,0.010133956315746318,0.023867271595827237,0.4343745470252748,-0.034438021174750144,28,7,0.12898089171974522,0.9401585954036372,102544.57096478694,XLE,XLI,36,2.5,0.5,sector_etf
628,0.21509720327680704,0.08131491456360496,0.07388626531706578,1.095100980729182,-0.06548097795528074,6,1,0.9681528662420382,1.024804792001749,121509.7203276807,COP,CVX,90,1.5,0.0,big_oil
628,-0.005933976903262361,-0.002385393302310135,0.06448214258503561,-0.004879860693377128,-0.11189552699910843,70,17,0.6194267515923567,1.0546320010231764,99406.60230967376,COP,CVX,90,1.5,0.5,big_oil
628,0.22748056454705923,0.08572351536424705,0.06908965357562498,1.2250716523203942,-0.06554049660428418,6,1,0.9187898089171974,1.025512372351324,122748.05645470592,COP,CVX,90,2.0,0.0,big_oil
628,-0.0017944187397289646,-0.0007204405501545219,0.05730831111941757,0.016006251398852346,-0.08741267034366706,52,13,0.4410828025477707,1.0289585864507431,99820.5581260271,COP,CVX,90,2.0,0.5,big_oil
628,0.22951072596520894,0.0864437287574722,0.06588043716610172,1.291544586135606,-0.06540528275152813,6,1,0.856687898089172,1.024804791362542,122951.07259652088,COP,CVX,90,2.5,0.0,big_oil
628,0.007625910073505882,0.0030531209131763326,0.042243249773092434,0.09326825068056169,-0.07179897651459088,32,8,0.24681528662420382,1.007009789143813,100762.5910073506,COP,CVX,90,2.5,0.5,big_oil
