sessions,total_return,cagr,vol,sharpe,max_dd,transactions,round_trips,exposure,max_gross,end_value,sym_a,sym_b,lookback,entry_z,exit_z,group
629,-0.3470117309317676,-0.15696725366241193,0.13663851411532724,-1.1805964094066577,-0.36828020033067943,26,6,0.9777424483306836,1.128182142581152,65298.82690682323,AMZN,META,37,1.5,0.0,megacap_tech
629,0.1505447569630265,0.05779165727761271,0.0912589215007307,0.6610612619822331,-0.13727042327561567,92,23,0.49761526232114467,1.0443371038781866,115054.47569630264,AMZN,META,37,1.5,0.5,megacap_tech
629,-0.10009056778098258,-0.04137137030693572,0.11774945496511773,-0.29999144433437197,-0.21932058145310673,16,4,0.8696343402225755,1.0979243312030107,89990.94322190175,AMZN,META,37,2.0,0.0,megacap_tech
629,0.3033115405297664,0.11196843422377434,0.079165862501906,1.380152564440753,-0.07313854483087256,68,17,0.40381558028616854,1.0300620141509604,130331.15405297664,AMZN,META,37,2.0,0.5,megacap_tech
629,0.25486853702919543,0.09522158333624642,0.12001002716496542,0.8176660598614849,-0.08807673566508512,12,3,0.834658187599364,1.0563162403472026,125486.85370291954,AMZN,META,37,2.5,0.0,megacap_tech
629,0.17569991919998706,0.06699724725368927,0.06172812455566557,1.0812939373188797,-0.05053717245227396,40,10,0.26391096979332274,1.033085586864675,117569.9919199987,AMZN,META,37,2.5,0.5,megacap_tech
629,0.04660028468511879,0.018415307977007522,0.06285194175310736,0.321690530313158,-0.1073387937848288,16,4,0.9777424483306836,1.056355951931924,104660.02846851188,CVX,XOM,48,1.5,0.0,big_oil
629,0.026114702374572918,0.010381728497972365,0.04868142080831649,0.23645842244658496,-0.06154024426587534,112,28,0.5262321144674086,0.9881892333480984,102611.47023745728,CVX,XOM,48,1.5,0.5,big_oil
629,-0.09164518163776758,-0.037777156184182537,0.06262127832835562,-0.5836354764579311,-0.13012678163776759,16,4,0.9443561208267091,1.0572486813610553,90835.48183622325,CVX,XOM,48,2.0,0.0,big_oil
629,-0.0010692564003418337,-0.0004285198802996826,0.04092891134905096,0.009948070483207285,-0.05106274725774784,64,16,0.3624801271860095,0.9845725850661251,99893.07435996582,CVX,XOM,48,2.0,0.5,big_oil
629,-0.07833260656930419,-0.03215199090245091,0.061820042199770865,-0.4977289024721879,-0.12823482227488514,16,4,0.9395866454689984,1.0555831840888188,92166.73934306958,CVX,XOM,48,2.5,0.0,big_oil
629,0.012035241354656279,0.004804470005948636,0.03732422705031058,0.14703647211251378,-0.060224613684802475,44,11,0.29411764705882354,0.9756725319765779,101203.52413546563,CVX,XOM,48,2.5,0.5,big_oil
629,-0.21980023495891554,-0.09465568984135375,0.13970959838304334,-0.6411025097495491,-0.2961800321036253,16,4,0.8235294117647058,1.105836161076999,78019.97650410845,GOOG,META,48,2.5,0.0,megacap_tech
629,-0.007237100412389119,-0.0029057552263032083,0.10122182584638817,0.022562163014756345,-0.16931088401968697,38,9,0.3497615262321145,1.0954981581109227,99276.28995876109,GOOG,META,48,2.5,0.5,megacap_tech
