sessions,total_return,cagr,vol,sharpe,max_dd,transactions,round_trips,exposure,max_gross,end_value,sym_a,sym_b,lookback,entry_z,exit_z,is_sharpe,is_total_return
311,0.01623900332195083,0.01313815301007315,0.0453753511767641,0.3102641696237411,-0.053084973833922855,44,11,0.4565916398713826,1.022847214180093,101623.90033219509,CVX,XOM,48,1.5,0.5,0.23645842244658496,0.026114702374572918
311,-0.05070610204773385,-0.04128832027899798,0.13924191130611513,-0.23348648240754455,-0.17014976428777606,26,6,0.5401929260450161,1.118652278922923,94929.38979522661,AMZN,META,37,2.0,0.5,1.380152564440753,0.3033115405297664
