sessions,total_return,cagr,vol,sharpe,max_dd,transactions,exposure,max_gross,end_value,commission,cost_drag,tx_per_session,avg_n_long,strategy,params,elapsed_s
173,-0.5981326945162091,-0.734974258475435,0.10765656727924572,-12.307711028804485,-0.6037815531711612,67763,1.0,0.8376210018221256,40010.92474167129,63473.570000000014,0.6347357000000001,391.6936416184971,16.294797687861273,double_ma,10/50,240.2
173,-0.2889729361752533,-0.39151438054932686,0.09803646489159676,-5.06576033454614,-0.3090730203965396,34015,1.0,0.9097281996488791,70852.92258469347,31723.304999999913,0.31723304999999913,196.6184971098266,15.780346820809248,double_ma,20/100,235.1
173,-0.12029526835856452,-0.17030488935917998,0.09237837837180804,-1.9741000997658849,-0.18031952792695005,15869,0.9884393063583815,0.9214006865138131,87972.09949453335,14810.314999999988,0.14810314999999988,91.72832369942196,16.502890173410403,double_ma,50/200,229.6
173,-0.9981493102282561,-0.9998954151849868,0.55269125699562,-16.011348282131138,-0.9981493102282561,105123,0.9479768786127167,0.7744520578393441,183.43922266075526,101503.8600000001,1.0150386000000011,607.6473988439307,16.786127167630056,naive_momentum,3,115.7
173,-0.2553019740886069,-0.3490909721062113,0.08979994652491347,-4.758048956939976,-0.27773759570430223,30147,1.0,0.767455908403767,74353.85193814091,29036.760000000046,0.29036760000000045,174.2601156069364,16.78034682080925,naive_momentum,5,124.5
173,0.024119820844360262,0.03532672460829156,0.09345130470960773,0.4169540600655863,-0.09527413422715658,3319,1.0,0.7008290433669317,102405.08849631585,3221.1100000000006,0.032211100000000006,19.184971098265898,16.884393063583815,naive_momentum,8,168.3
