,top1,top3,top5,top10,all
2025-11-14 21:00:00+00:00,0.0030854996713923265,0.001028499890464109,0.00013529751729151224,-0.0021097184833012857,-0.00262414615169419
2025-11-17 21:00:00+00:00,-0.017325,-0.012884308926647969,-0.012763745355988796,-0.01090716618750517,-0.00931189623148369
2025-11-18 21:00:00+00:00,-0.026235000000000147,-0.014932500000000048,-0.00841170192106025,-0.00379969176349622,-0.0063858494672638854
2025-11-19 21:00:00+00:00,0.02702700000000018,0.004128300000000072,0.011075459920561687,-0.000231019964100762,0.0007108544897227737
2025-11-20 21:00:00+00:00,0.003728999981964903,0.0047860212084619705,-0.0047593072749228405,-0.0065139141197041155,-0.011331451835774038
2025-11-21 21:00:00+00:00,0.0,0.007081794885977265,0.011371796747233745,0.011846338170501569,0.007296861885970579
2025-11-24 21:00:00+00:00,0.009371999615866084,0.022620332598439097,0.01585051902498513,0.014031084228834622,0.008662213493225462
2025-11-25 21:00:00+00:00,0.013595999796405148,0.023846237707834648,0.019880782554535854,0.013177459814995815,0.008129994401963922
2025-11-26 21:00:00+00:00,0.013295699999999987,0.043019687389672746,0.026809070056184176,0.016279361007280273,0.008572163813073023
2025-11-28 18:00:00+00:00,-0.018064200000000075,-0.006193000000000069,-0.0024387000000000475,-1.881042111607006e-05,0.002992778665228411
2025-12-01 21:00:00+00:00,0.016661700000000078,-0.015190314725327739,-0.014833754100901365,-0.005046870725710372,-0.005289216042919114
2025-12-02 21:00:00+00:00,0.007735199188513538,0.011475193251141694,0.0032904772955460993,-0.0015029184526639354,-0.0007022980638933813
2025-12-03 21:00:00+00:00,-0.007774800263574302,0.018458543271112373,0.012976900000086476,0.005599382196990792,0.002711090333677167
2025-12-04 21:00:00+00:00,0.0,0.003075599999999954,0.0006190799999999472,0.002554716686071712,0.005460235114836806
2025-12-05 21:00:00+00:00,0.0,-0.015920300000000002,-0.008791860000000002,-0.0036967342483898587,0.0008040773126459641
2025-12-08 21:00:00+00:00,0.003629999628731566,0.005501079771106855,0.0005154478626641257,0.0002353067472240282,-0.0034736197548388592
2025-12-09 21:00:00+00:00,-0.005662800633357947,-0.0019074002111192975,-0.00048510026992921556,-0.0013642277725998777,-0.0027887647720566656
2025-12-10 21:00:00+00:00,-0.0002244000638363377,0.004588099978721157,0.009047279760128278,0.00777578979821149,0.003951224709480493
2025-12-11 21:00:00+00:00,-0.013305599999999904,0.003879686544754058,0.0013279119268524591,-0.0010821523877025034,0.002935976502486769
2025-12-12 21:00:00+00:00,-0.03125760000000008,-0.009718519141029473,-0.006448213613507792,-0.006305215632251876,-0.005021634118092807
2025-12-15 21:00:00+00:00,0.0,0.002499200000000028,0.0002747371858059141,0.0003553264337259288,0.0003361346157898377
2025-12-16 21:00:00+00:00,0.0,0.004224218856131757,0.0009503553657296572,-0.0017569659821851766,-0.0020662985638689947
2025-12-17 21:00:00+00:00,0.0,-0.022858000002746588,-0.013714800001647954,-0.013715197721433115,-0.008314557636608546
2025-12-18 21:00:00+00:00,-0.04032600657685064,-0.010403582396459611,-0.007151050342723285,-0.0015252639917579375,0.0025056384397930285
2025-12-19 21:00:00+00:00,0.0051033478802625125,0.03491869596008751,0.024758097576052497,0.017012906893998044,0.010286221360671451
2025-12-22 21:00:00+00:00,0.01068372480107076,0.008544241576362086,0.007647696497124523,0.009170837929927858,0.005380772243164547
2025-12-23 21:00:00+00:00,0.0,-0.0010771318111826576,-0.0006462790867095946,0.0002510963132842978,-0.0008652096892496543
2025-12-24 18:00:00+00:00,-0.00016501961322282568,-5.500653774094189e-05,-0.0006798130618941131,0.0014387934690529465,0.002034766895510224
2025-12-26 21:00:00+00:00,-0.0162525,-0.0054175,-0.003504599999999994,-0.0034256015181314673,0.0026448206185914432
