sessions,total_return,cagr,vol,sharpe,max_dd,transactions,exposure,max_gross,end_value,commission,cost_drag,tx_per_session,avg_n_long,strategy,params,elapsed_s,is_sharpe,is_total_return
75,-0.03448004889983691,-0.11121276671489189,0.08290283697408382,-1.129007273640295,-0.06302230108210016,6999,0.9866666666666667,0.8557467770472094,97154.13883293985,6689.595000000019,0.06689595000000019,93.32,15.84,double_ma,50/200,120.7,-1.9741000997658849,-0.12029526835856452
75,0.04410253365779182,0.15605097091464137,0.0810402970425311,1.9047737356127972,-0.02199470573132334,1427,1.0,0.7153910547571322,104599.06661688391,1406.025,0.014060250000000002,19.026666666666667,16.426666666666666,naive_momentum,8,45.9,0.4169540600655863,0.024119820844360262
